frame,x,y,visible
159,1205.0,589.0,1
160,1206.0,590.0,1
161,1283.0,568.0,1
162,1283.0,568.0,1
163,1283.0,568.0,1
164,1256.0,587.0,1
165,1256.0,587.0,1
166,1235.0,575.0,1
167,1235.0,575.0,1
168,1235.0,575.0,1
169,1231.0,575.0,0
170,1225.0,574.0,0
171,1220.0,573.0,0
172,1214.0,572.0,0
173,1174.0,569.0,1
174,1174.0,569.0,1
175,1155.0,572.0,1
176,1154.0,572.0,1
177,1155.0,572.0,1
178,1354.0,405.0,1
179,1354.0,405.0,1
180,1355.0,395.0,0
181,1395.0,360.0,0
182,1434.0,324.0,0
183,1473.0,289.0,0
184,1513.0,254.0,0
185,1552.0,218.0,0
186,1591.0,183.0,0
187,1630.0,147.0,0
188,1670.0,112.0,0
189,1036.0,587.0,1
190,1036.0,587.0,1
191,1036.0,587.0,1
192,1014.0,590.0,1
193,1014.0,590.0,1
194,1419.0,441.0,1
195,1419.0,441.0,1
196,963.0,598.0,1
197,963.0,598.0,1
198,936.0,602.0,1
199,936.0,602.0,1
200,936.0,602.0,1
201,909.0,613.0,1
202,909.0,613.0,1
203,880.0,614.0,1
204,880.0,614.0,1
205,880.0,614.0,1
206,851.0,617.0,1
207,819.0,625.0,1
208,819.0,625.0,1
209,819.0,626.0,1
210,791.0,630.0,1
211,791.0,630.0,1
212,761.0,632.0,1
213,761.0,632.0,1
214,761.0,632.0,1
215,732.0,633.0,1
216,732.0,633.0,1
217,704.0,633.0,1
218,704.0,633.0,1
219,680.0,636.0,1
220,680.0,636.0,1
221,657.0,641.0,1
222,657.0,641.0,1
223,657.0,641.0,1
224,640.0,642.0,0
225,631.0,644.0,0
226,622.0,645.0,0
227,613.0,646.0,0
228,604.0,648.0,0
229,595.0,649.0,0
230,586.0,650.0,0
231,577.0,652.0,0
232,568.0,653.0,0
233,559.0,655.0,0
234,550.0,656.0,0
235,540.0,641.0,1
236,540.0,641.0,1
237,540.0,641.0,1
238,521.0,646.0,1
239,521.0,646.0,1
240,501.0,647.0,1
241,501.0,647.0,1
242,482.0,649.0,1
243,482.0,649.0,1
244,464.0,650.0,1
245,464.0,650.0,1
246,464.0,650.0,1
247,446.0,651.0,1
248,446.0,651.0,1
249,428.0,651.0,1
250,429.0,651.0,1
251,429.0,651.0,1
252,412.0,652.0,1
253,394.0,654.0,1
254,394.0,654.0,1
255,394.0,654.0,1
256,378.0,655.0,1
257,378.0,655.0,1
258,361.0,657.0,1
259,361.0,657.0,1
260,361.0,657.0,1
261,346.0,658.0,1
262,331.0,658.0,1
263,331.0,658.0,1
264,331.0,658.0,1
