frame,x,y,visible
144,1268.0,590.0,1
145,1268.0,592.0,1
146,1271.0,596.0,1
147,1271.0,599.0,1
148,1273.0,600.0,1
149,1274.0,601.0,1
150,1275.0,602.0,1
151,1276.0,602.0,1
152,1279.0,605.0,1
153,1279.0,605.0,1
154,1282.0,607.0,1
155,1282.0,608.0,1
156,1283.0,609.0,1
157,1283.0,610.0,1
158,1283.0,610.0,1
159,1285.0,612.0,1
160,1287.0,614.0,1
161,1287.0,615.0,1
162,1288.0,615.0,1
163,1289.0,616.0,1
164,1290.0,617.0,1
165,1291.0,618.0,1
166,1293.0,619.0,1
167,1293.0,619.0,1
168,1294.0,622.0,1
169,1280.0,1433.0,1
170,1280.0,1433.0,1
171,1280.0,1433.0,1
172,1280.0,1433.0,1
173,1280.0,1433.0,1
174,1280.0,1433.0,1
175,1280.0,1433.0,1
176,1280.0,1433.0,1
177,1280.0,1433.0,1
178,1280.0,1433.0,1
179,1280.0,1433.0,1
180,1280.0,1433.0,1
181,1280.0,1433.0,1
182,1280.0,1433.0,1
183,1306.0,630.0,1
184,1306.0,630.0,1
185,1307.0,589.0,0
186,1312.0,419.0,0
187,1318.0,249.0,0
188,1323.0,79.0,0
189,1329.0,-90.0,0
190,1334.0,-260.0,0
191,1340.0,-430.0,0
192,1345.0,-600.0,0
193,1351.0,-770.0,0
194,1356.0,-940.0,0
195,1361.0,-1110.0,0
196,1367.0,-1280.0,0
197,1372.0,-1450.0,0
198,1378.0,-1620.0,0
199,1383.0,-1790.0,0
200,1389.0,-1960.0,0
201,1394.0,-2130.0,0
202,1400.0,-2300.0,0
203,1405.0,-2470.0,0
204,1411.0,-2640.0,0
205,1416.0,-2810.0,0
206,1422.0,-2980.0,0
207,1427.0,-3150.0,0
208,1433.0,-3320.0,0
209,1438.0,-3490.0,0
210,1444.0,-3660.0,0
211,1449.0,-3830.0,0
212,1455.0,-4000.0,0
213,1460.0,-4170.0,0
214,1465.0,-4340.0,0
215,1471.0,-4510.0,0
216,1476.0,-4680.0,0
217,1482.0,-4850.0,0
218,1487.0,-5020.0,0
219,1493.0,-5190.0,0
220,1308.0,770.0,1
221,1308.0,770.0,1
222,1309.0,768.0,1
223,1311.0,767.0,1
224,1311.0,768.0,1
225,1311.0,769.0,1
226,1311.0,777.0,1
227,1311.0,777.0,1
228,1311.0,782.0,0
229,1311.0,784.0,0
230,1312.0,786.0,0
231,1312.0,788.0,0
232,1312.0,790.0,0
233,1313.0,792.0,0
234,1313.0,794.0,0
235,1722.0,824.0,1
236,1722.0,824.0,1
237,1785.0,830.0,0
238,1834.0,835.0,0
239,1883.0,840.0,0
240,1932.0,845.0,0
241,1981.0,850.0,0
242,2030.0,855.0,0
243,2080.0,860.0,0
244,2129.0,865.0,0
245,1349.0,646.0,1
246,1349.0,646.0,1
247,1290.0,619.0,0
248,1242.0,599.0,0
249,1194.0,578.0,0
250,1145.0,558.0,0
251,1097.0,538.0,0
252,1049.0,518.0,0
253,1001.0,497.0,0
254,952.0,477.0,0
255,904.0,457.0,0
256,856.0,436.0,0
257,1753.0,817.0,1
258,1756.0,819.0,1
259,1756.0,819.0,1
260,1820.0,846.0,0
261,1857.0,862.0,0
262,1347.0,566.0,1
263,1347.0,566.0,1
264,1348.0,563.0,1
265,1348.0,563.0,1
266,1247.0,499.0,0
267,1194.0,466.0,0
268,1141.0,433.0,0
269,1088.0,399.0,0
270,1035.0,366.0,0
271,982.0,333.0,0
272,929.0,299.0,0
273,876.0,266.0,0
